FECHA,COMUNA,ORGANIZACIÓN_COMUNAL,DIRECCIÓN,ORG_RADIO_ACCION,SEDES_SOCIALES,EST_EDUCATIVOS,CENTROS_DE_DESARROL,CASAS_DE_LA_CULTURA,SEDES_ONG,CONDICIONES_DE_OTRAS,CONDICIONES_DE_OTRAS,LEGIMITIMIDAD_BARRIO,LECTURAS_TERRITORIO,SECTORES_RADIO,JUNTA_DIRECTIVA,PART_GRUPOS_POBLACIO,DECISIONES_JUNTADIRECTIVA,DECISIONES_ASAMBLEA,PROYECTOS_EN_EL_AÑO,¿CUÁNTOS_PROYECTOS?,PROYECTO_AÑO_ANTERIOR,RECURSOS_PROPIOS,LIDERA_PROCESOS,ACTIVIDADES_SALUD,ACTIVIDADES_EDUCACIÓN,ACTIVIDADES_INCLUSIÓN,ACTIVIDADES_DEPORTES,ACTIVIDADES_RECREACI,ACTIVIDADES_MEDIO_AM,ACTIVIDADES_PAZ,ACTIVIDADES_CULTURA,OTROS,OTROS:_ENUNCIE_ACTIVIDADES,DIGNATARIOS ACTIVOS,CUENTA_COMISIONES,¿CUÁNTAS?,ACT_LIBRO_DE_AFILIAD,ACT_LIBRO_DE_INVENTA,ACT_LIBRO_DE_TESORER,ACT_LIBRO_DE_ACTAS,OTROS_LIBROS,ACT_OTROS_LIBROS,ESTRATEGIAS_DIVULGAC,REGLAMENTO_INTERNO,ACT_ESTATUTOS,ESPACIOSDELIBERACIÓN,EMPALME_DE_DIGNATARI,EMPALME_PRESIDENTE,EMPALME_VICEPRESIDENTE,EMPALME_TESORERO,EMPALME_SECRETARIO,EMPALME_COORDINADOR,EMPALME_ORGANOFISCAL,EMPALME_ORGANOCONCILIADOR,EMPALME_DELEGADOSASO,INCIDE_DESARROLLO,¿COMO_INCIDE?
02/09/2017,80,BARRIO LOS HALCONES,"CRA 75 B # 41 SUR 60 INT 201,  ",SI,No especifica,Bueno,No especifica,No especifica,Bueno,Amigos por la PAZ,Bueno,"COMISIONES DE PP,  TOMAS RECREATIVAS",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar el acceso a los derechos","Salud Visual,  vacación para niños",,,"Equipo de futbol del barrio, ",Tomas recreativas con el INDER.,,,,,,14,Sí,3,Mayo 2017,Julio 2017,Agosto 2017,,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,NO,SI,NO,NO,Sí,"Ser un puente para informar a la comunidad de las diferentes oportunidades y convocatorias que ofrece la Alcaldia y el sector privado,"
16/09/2017,08,BARRIO 13 DE NOVIEMBRE,Calle 56HG Nº 17A - 112,SI,Regular,No especifica,No especifica,No especifica,No especifica,"Telecentro, Aula ambiental",Regular,"Eventos culturales, convocatorias, asambleas, convites",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",SI,Sí,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia, Acceso a la tecnología TIC",Programas de capacitación en salud,"Curso comunal, semilleros de teatro baile grafiti fotografía, telecentro",Fiestas 13 de noviembre,Torneo micro futbol,Días de sol,Recolección de escombros,Celebración días especiales,Fiestas 13 de noviembre,,,15,Sí,7,22/08/2017,"22/10/1993 Solo tienen la sede, no tienen mas bienes registrados",11/09/2017,11/09/2017,,,Sí,Sí,Sí,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Generando espacios de participación en ámbitos sociales, culturales, deportivos y toma de decisiones "
31/08/2017,13,BARRIO 20 DE JULIO ,Calle 39A No. 108-08,SI,Bueno,No especifica,No especifica,No especifica,No especifica,"""La sede social no es usada por ellos, esta se encuentra en comodato por una fundación""",Bueno,"""Reuniones y articulaciones con actores del territorio""",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Adultos Mayores, Afrodescendientes, Población en Situación de Discapacidad",SI,Sí,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida y se realiza las fiestas del 20 de julio donde se incluye la comunidad en general.,Se realiza actividades para los jóvenes en torneos donde a través del juego se trabajan los valores,Con acciones positivas y prepositivas que incidan en el desarrollo integral y mejoramiento de la calidad de vida de los habitantes.,Embellecimiento de la quebrada y limpieza mediante convites.,No refieren,Procesos de articulación con el arte,No refieren,Ver las antes mencionadas,14,Sí,3,25/07/2016,No tienen enseres el libro esta vació ,12/07/2017 ,01/01/2016,,N/A,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"""Trasladando los beneficios de la Administración Municipal, gestionando recursos para la salud, educación, deporte, recreación etc."""
02/10/2017,09,BARRIO ALEJANDRO ECHAVARRIA,CR 15# 50 - 63 ,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"SE BRINDA INFORMACIÓN OPORTUNA, HAY ACOMPAÑAMIENTO EN LOS DIFERNTES ÁMBITOS DEL DESARROLLO.",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","BRIGADAS DE SALUD, ORIENTACIÓN A LA COMUNIDAD SOBRE EL SISBEN, CAMPAÑAS DE VACUNACIÓN.","JUSTAS DEPORTIVAS, FESTIVAL INFANTIL.",,,,CAMPAÑAS MEDIOAMBIENTALES Y FUMIGACIONES ,,NOVENAS NAVIDEÑAS.,,,14,Sí,3,17 Y 18 DE ABRIL DEL 2016,,,28/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"GESTIONANDO LOS PROYECTOS DEL BARRIO, TRAMITANDO TODO TIPO DE INFORMACIÓN NECESARIA DEL BARRIO, ATENDIENDO LA COMUNIDAD."
25/08/2017,05,BARRIO ALFONSO LÓPEZ SECTOR LA QUINTANA,CR 71 A No89 B-40,SI,Regular,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"REALIZAN ACCIONES COMO: FESTIVAL COMETA, FIESTA DEL NIÑO, ALFONSO LOPEZ TIENE TALENTO, NOCHES DE CINE ",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,NO,Sí,Mejorar la Infraestructura,,,,,,,,,,,9,Sí,3,29-112016,,30-022016,19/08/2017,,,Sí,No,No,Sí,No Empalme,NO,SI,SI,SI,SI,SI,SI,SI,Sí,RESOLVIENDO LAS PROBLEMÁTICAS DEL BARRIO ALFONSO LOPEZ
19/09/2017,05,BARRIO ALFONSO LÓPEZ SECTOR LA QUINTANA,carrera 71c No 89A-13,SI,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No existe evidencia de nada ,NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",NO,No,NO,formulación y gestión de proyectos,NO,Sí,NINGUNA ,,,,,,,,,,,14,Sí,3,,,,,,,No,No,No,Sí,No Empalme,NO,SI,SI,SI,SI,SI,SI,SI,Sí,"no hay evidencia alguna de trabajo en la comisiones, junta directiva, ni mucho menos en el barrio Alfonso Lopez"
07/09/2017,07,BARRIO ALTAMIRA,calle 77c n°75-100,SI,No especifica,No especifica,No especifica,No especifica,Bueno,No especifica,No especifica,"asambleas, reuniones, bazares, convites, integración",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.",,,,,recreando,convites,,bazar,bazar productivo,,12,Sí,4,marzo 2017,no se tiene,25 agosto de 2017,26/05/2017,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"en l atransformacion en cuanto a la educación, cultura, seguridad y trabajo articulado con otras instituciones"
01/10/2017,02,BARRIO ANDALUCIA,CARRERA 49A No. 106-74 ,SI,Regular,Bueno,No especifica,No especifica,Bueno,No especifica,No especifica,"CAPACITACIONES ADULTO MAYOR Y NIÑOS CON DISCAPACIDAD COGNITIVA, BANDA MARCIAL, TALLERES DE MANUALIDADES Y VALORES PARA LOS NIÑOS, CAMPEONATO DE FUTBOL SALA ",SI,No,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",NO,No,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",VISUAL,CAPACITACIONES,,CAMPEONATOS,"LUDICAS CON LOS NIÑOS, TOMAS RECREATIVAS","SIEMBRA DE ARBOLES, LIMPIEZA DE CAÑADAS",,BANDA MARCIAL,,,9,Sí,5,03 DE MAYO DE 2017,01 DE JULIO DE 2017,"NO SE PRESENTO QUE PORQUE LA TESORERA QUE ESTA A DOC, LO TIENE EN PARTICIPACION PORQUE ADELANTA UNA CAPACITACIÓN   ",,"BANCOS: 31 DE MARZO DE 2012,  ",NO SE PRESENTO LIBRO DE ACTAS,Sí,No,No,Sí,Empalme Parcial,NO,NO,SI,NO,NO,NO,SI,NO,Sí,"INFRAESTRUCTURA, CULTURA, DEPORTE, EMPRENDIMEINTO"
28/08/2017,13,BARRIO ANTONIO NARIÑO,Cra 107 No. 43-46,SI,Regular,Bueno,No especifica,No especifica,No especifica,La sede regular estado ,Regular,"""Trabajo comunitario que se realiza con los comités de trabajo de la JAC",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida,Articulación con el Inder ,"Se realiza actividades para la celebración del día del niño, de la mujer, madres etc.","Aseo a quebradas, recolección de basuras etc.",,"Teatro, cine foro etc.",Mejoramiento de vías en infraestructuctura ,Ver antes mencionado,9,Sí,4,16/04/2016,03/08/2016,30/07/2016,16/01/2017,N/A,Ninguno,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"""Se ha realizado gestión con las diferentes secretarias con educación, sapiensa, quien ha tenido incidencia positiva con los 16 estudiantes becados, en recreación se articula la población con el fin de promover aprovechamiento del tiempo libre. etc.""..."
13/09/2017,07,BARRIO AURES DOS SEC. ROMERAL VILLA SOFIA,cra 92b 83-09,SI,No especifica,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,"Dinamiza las acciones del estado en materia de ejecución de recursos, actividades de integración",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.",,talleres de emprendimiento,,,,,,,,,15,Sí,5,16/04/2016,12/24/2010,,10/10/2016,,,Sí,No,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"tramitacion de problemas básicos, encuentros, dinamizacion de ejecuciones"
27/09/2017,07,BARRIO AURES NRO. 1,cll 78a # 93a- 31,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Gestiones sociales, dinamización de actividades a traves de la sede social",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, servicios públicos",prótesis dentales,,bono alimentario,"aerobicos, karate",,,,,,,12,Sí,1,03/05/2017,11/10/2015,11/06/2015,06/08/2016,,,Sí,Sí,No,Sí,Empalme Total,NO,NO,,,NO,NO,,NO,Sí,Gestión de trabajo  comunitario para necesidades básicas
29/08/2017,07,BARRIO AURES NO 2,calle 87 n° 95-64,SI,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,convites,NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",NO,Sí,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",,,,,,siembra de árboles,,,construcción de andenes,,11,Sí,3,16/04/2016,no registra,no se aporta,11/06/2017,,,Sí,No,No,Sí,Empalme Parcial,NO,,NO,NO,,,,,No,El técnico social no manifiesta observaciones.
27/08/2017,60,SECTOR BALMORAL DE LA PARTE CENTRAL,Cra 127 N° 61 A 173,SI,No especifica,Bueno,No especifica,Bueno,No especifica,"Telecentro, biblioteca",Bueno,"Asambleas informativas y de elecciones, censo poblacional, convites de limpieza de quebradas, poda de arboles, actividades ludicas, gimnasia para la comunidad, celebración navideña",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Promocion y prevencion: anteojos, ortodoncia,protesis","Becas colegio mayor, ITM con presupuesto de PP","Programas con el adulto mayor, niños y jovenes",Torneos con jovenes,Gimnasia y salidas recreativas con el adulto mayor,Limpieza quebrada,Caminatas,Desfile de silleteros,,,15,Sí,3,24/05/2017,,28/112/2016,11/08/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Incide en el cuidado del medio ambiente concientizando a la comunidad por medio de limpieza, convites comunitarios, en la promocion y prevencion en salud, mejoramiento de la calidad de vida generando oportunidades de capacitacion a los jovenes, recreacion a los adultos, actividades ludicas."
01/11/2017,05,BARRIO BELALCÁZAR,CALLE 103- 64A-08,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"REALIZANDO ACCIONES EN CULTURA , TRABAJO CON NIÑOS, AYUDANDO A LA COMUNIDAD EN LAS NECESIDADES QUE SE PRESENTAN EN EL BARRIO ",NO,Sí,Sí,"Mujeres, Hombres, Adultos",SI,Sí,SI,3,NO,Sí,"Mejorar la Infraestructura, Mejorar el acceso a los derechos",REVISIÓN OFTALMOLÓGICA ,,,,"JUEGOS CON LOS NIÑOS, DANZAS, TENIS DE MESA,  ","SIEMBRA DE ARBOLES, RECICLAJE,   ",,,,,14,Sí,6,16-04-2016,,,19/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"CON EL TRABAJO QUE SE REALIZA A NIVEL COMUNITARIO, TRATANDO DE DAR SOLUCIONES A LOS DIFERENTES PROBLEMAS QUE SE PRESENTAN EN EL BARRIO."
31/10/2017,16,BARRIO BELÉN ZAFRA SUCRE,Calle 21 # 84B2,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"La organización para obtener legitimidad en el ario realiza asambleas, actividades de jornadas de aseo, celebra el día de los niños, la navidad y actividades que integren la familia.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,6,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia","Jornadas y brigadas de salud, vacunación para mascotas.",Becas de presupuesto participativo,,Justas deportivas con la Polilla,Cuadras recreativas con el INDER,"Jornadas de aseo, siembra y limpieza.",Talleres de convivencia.,,,,11,Sí,3,16 de abril de 2017,30 de junio de 2013,5 de nov de 2013,06/08/2017,,,Sí,Sí,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,La junta de acción comunal incide en el territorio con sus acciones y el trabajo con la comunidad.
15/09/2017,03,BARRIO BELLO ORIENTE,Carrera 23 B # 84 B 285,SI,Regular,Regular,No especifica,No especifica,Bueno,Casa Comunitaria,Regular,"Gestiones en infraestructura, desastres y medio ambiente ",NO,Sí,No,"Mujeres, Hombres, Adultos, Adultos Mayores, Victimas del conflicto",SI,No,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",,,,,Inder,recolección de basuras ,,,Infraestructura,"escalas, pasamanos y puentes",5,Sí,4,Abril 2016,Febrero 2017,Mayo 2016,05/07/2017,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"Aunque la junta está atravesando problemas con sus dignatarios, los que trabajan siempre están comprometidos con las necesidades de esta comunidad tan necesitada "
29/10/2017,15,BARRIO BETANIA-GUAYABAL,Calle sur n 51-21 int- 201,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, actividades lúdico recretivas, ambientales, acompañamientos a campañas de salud.",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia",Acompañamiento a campañas de prótesis.,Talleres asesoría en educación superior.,Talleres de manualidades con discapacitados.,"Juegos tradicionales, torneos.",Tardes recreativas.,Jornadas de limpieza.,,Jornadas culturales con grupos del radio acción.,,,14,Sí,6,20-08-2012,,,30/08/2017,,,Sí,Sí,No,Sí,Empalme Total,NO,SI,SI,SI,SI,SI,SI,SI,Sí,"Actividades con la comunidad, en salud, recreación, medio ambiente"
12/09/2017,05,BARRIO BOYACÁ,CALLE 109 No 64D 153,NO,Bueno,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"FIESTA DE LOS NIÑOS, ARREGLO DE PARQUES CON FUNDACIÓN NUTRESA, PINTADA DE LOS JUEGOS RECREATIVOS,CAMPAÑA CON LA CRUZ ROJA, CLASES Y TALLERES DE PINTURA ",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos",JORNADAS DE SALUD ,,,,RECREANDO CON EL INDER ,,,,,,14,Sí,2,06-04-2017,,,,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,CON ACCIONES DIRIGIDAS A MEJORAR LAS CONDICIONES DE VIDA DE LOS HABITANTES DEL BARRIO BOYACA 
15/09/2017,09,BARRIO BRISAS DE ORIENTE,CR 2AG # 46DD - 04,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"ASAMBLEAS INFORMATIVAS, JORNADAS AMBIENTALES, RECREATIVAS, GRUPO DE INCLUSIÓN SOCIA Y SOCIOCULTURALES.",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,4,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","BRIGADAS DE SALUD PARA PERROS Y GATOS, TOMAS AMBIENTALES CON RECREACIÓN, ","CONVENIO CON EL SENA PEOGRAMAS TÉCNICOS Y TECNOLÓGICOS,  ",,KUNFU,,"JORNADAS DE ASEO Y ORNATO, ACOPIOS DE BASURA ",,CURSOS DE CIRCO Y TEATRO.,,,15,Sí,4,27/08/2017,,,27/08/2017,,,Sí,No,No,Sí,Empalme Parcial,NO,SI,SI,SI,SI,SI,SI,SI,Sí,"A NOVEL EDUCATIVO, AMBIENTAL, SE INCENTIVA LA PARTICIPACIÓN, SE LOGRO QUE LA COMUNIDAD SE APROPIE MAS DEL TERRITORIO."
18/09/2017,05,BARRIO BRISAS DEL NORTE,CARRERA 67B No 119-04,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"TRABAJO EN LA COMISIÓN DE MEDIO AMBIENTE EN LAS CANCHAS DEL BARRIO, SE REALIZARON GESTIONES PARA EL MEJORAMIENTO DE LAS CALLES DEL BARRIO, MANTENIMIENTO DE LA QUEBRADA CON EL AREA METROPOLITANA ",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",JORNADAS DE SALUD ,,,,,BRIGADAS DE LIMPIEZA ,,,,,11,Sí,3,25-08-2017,,30-07-2017,,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"ATACAR LAS NECESIDADES MARCADAS EN EL BARRIO, CON LA ARTICULACIÓN CON LAS DEPENDENCIAS DE LA ALCALDÍA Y LA EJECUCIÓN DEL LOS PLANES DE TRABAJO "
06/10/2017,09,BARRIO BUENOS AIRES,CR 33 # 46 - 38,NO,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"TRABAJO CON EL ADULTO MAYOR, INTEGRACIONES FAMILIARES, INTEGRACIONES DE SEGURIDAD, ACTITUD PUERTA A PUERTA, ACTIVIDADES DE NAVIDAD CONCERTADA CON LA IGLESIA, CONVENIO LABOR SOCIAL I,E .",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Victimas del conflicto",SI,Sí,NO,formulación y gestión de proyectos,NO,No,"Mejorar el acceso a los derechos, Fortalecer la Convivencia","PROGRAMAS DE ADULTO MAYOR, ADOLESCENTES, FARMACOLOGÍA, BIENESTAR ANIMAL.",,"CONVENIOS DE ALFABETIZACIÓN, EDUCACIÓN, LECTURA Y ESCRITURA, APOYO A LAS FAMILIAS PARA REINGRESAR A LOS HIJOS A SUS ESTUDIOS.",,RECREACIÓN PARA NIÑOS  ,,,DÍA DE LA FAMILIA ,,,16,Sí,6,,,03/09/2017,05/10/2017,,,Sí,Sí,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"GENERANDO PROCESOS DE FORTALECIMIENTO DE VECINDAD, FORTALECIENDO GRUPOS RECONOCIDOS EN EL TERRITORIO."
12/09/2017,09,BARRIO CAICEDO,CL 51# 32 - 83,SI,No especifica,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"EVENTOS CULTURALES, CONTACTO CON LA COMUNIDAD, PUENTE ENTRE LA COMUNIDAD Y LAS INSTITUCIONES.",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,5,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",BRIGADAS DE SALUD,APOYO A LA EDUCACIÓN SUPERIOR,AYUDA A LOS HABITANTES DE LA CALLE ,SOSTENIMIENTO DE PARQUES,ACTIVIDADES PARA LOS NIÑOS ,,,,,,16,Sí,6,,,,,,,Sí,Sí,No,Sí,Empalme Parcial,SI,NO,NO,SI,NO,SI,SI,NO,Sí,"DESDE LA GESTIÓN ANTE LA INSTITUCIONALIDAD, LA EDUCACIÓN, APECTOS DE LOS PARQUES, ARTICULACIÓN DE LOS NODOS DE LA COMUNA"
13/09/2017,12,BARRIO CALASANZ,Calle 49 N° 81 - 54,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Jornadas de Integración con la Comunidad, Jornadas ambientales, capacitación a diferentes grupos poblacionales",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",NO,No,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos",,,,,,Medio Ambiente: recuperación del Parque Jhon F Kenedy y limpieza del mismo y manejo responsable de mascotas.,,,,,8,No,No aplica,25/11/2016,"No hay libro, hay carpeta sin registrar en la Secretaría de Participación",10 de octubre de 2016,,las actas las registran en carpeta sin registrar,,Sí,No,No,Sí,Empalme Total,SI,NO,SI,SI,,SI,SI,SI,Sí,"Mejoramiento de sus espacios, orientación y capacitación en temas de movilidad, motivación para la participación y toma de los parques existentes en el barrio y embellecimiento de espaciospúblicos"
16/09/2017,60,BARRIO CARACOLI,Cra 61 B N° 124 C 23,NO,Bueno,No especifica,No especifica,No especifica,No especifica,Placa Polideportiva,Bueno,"Asambleas, actividades deportivas, recreativas, convites de limpieza",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,SI,No,"Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Promoción y prevención, vacunacion mascotas","Capacitación microempresarial, capacitación tesoreros",Programa deportivo con personas en condicion de discapacidad,"Microfutbol, aeerobicos",Recreando con el INDER,Programa de Reciclaje,Mesa de trabajo,,,,16,Sí,4,17/06/2016,,11/09/2017,16/08/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Incide en el mejoramiento de calidad de vida de las personas en condición de discapacidad, genera oportunidades a los jovenes y adultos mayores de capacitación y emprendimiento"
18/08/2017,05,BARRIO CASTILLA LA UNIÓN,Cra 68 # 92F 00,SI,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"BMX Festival, MERCADOS DE LAS PULGAS",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,2,SI,No,"Mejorar el acceso a los derechos, Fortalecer la Convivencia",,,,"Pre Pony, Selección niño",toma de cuadra recreativa,,,"cuentería, encuentro de voces",,,11,Sí,3,23/09/2010,,26/05/2015,,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,No,El técnico social no manifiesta observaciones.
14/09/2017,09,BARRIO CATALUÑA,CL 37 # 24D - 14,SI,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"SE VISITAN LAS PERSONAS PUERTA A PUERTA, SE GESTIONA ACTIVIDADES AMBIENTALES, INFRAESTRUCTURA ( PASAMANOS) MEJORA DE PUNTOS CRÍTICOS.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",PL Y PP ( GAFAS Y IMPLANTE DE DIENTES) DEMAS OFERTA INSTITUCIONAL DE SALUD,,,EQUIPOS DEPORTIVOS,,JORNADAS DE SALUD AMBIENTAL,,FIESTAS NAVIDEÑAS ,,,16,Sí,6,,,24/12/2016,,,,Sí,Sí,No,Sí,Empalme Parcial,SI,NO,NO,NO,SI,SI,SI,NO,Sí,"SE GENERA IMPACTO SOCIAL EN VENEFICIO DE LA COMUNIDAD EN TEMAS AMBIENTALES, CULTURALES, DEPORTIVOS Y EDUCATIVOS."
